71, Self-emp-not-inc, 116815, 11th, 7, Divorced, ?, Husband, White, Female, 2174, 0, 23, United-States, <=50K
75, Private, 97132, HS-grad, 9, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female, 5013, 0, 59, ?, <=50K
57, Private, 78201, Masters, 14, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female, 5013, 0, 66, United-States, >50K
46, ?, 60224, Masters, 14, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 63, Mexico, <=50K
42, ?, 183451, Masters, 14, Never-married, Exec-managerial, Husband, White, Male, 5013, 0, 45, ?, <=50K
41, Local-gov, 81628, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 2174, 0, 16, ?, <=50K
63, Self-emp-not-inc, 168724, Masters, 14, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 5013, 0, 60, Mexico, <=50K
70, Self-emp-not-inc, 46889, 11th, 7, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 36, Mexico, <=50K
59, Local-gov, 189630, Masters, 14, Divorced, Exec-managerial, Husband, Black, Male, 0, 0, 19, ?, <=50K
69, Self-emp-not-inc, 262025, Bachelors, 13, Divorced, ?, Wife, Asian-Pac-Islander, Male, 0, 0, 53, United-States, <=50K
42, Private, 180253, HS-grad, 9, Divorced, Craft-repair, Husband, Black, Male, 2174, 0, 48, United-States, >50K
58, ?, 244634, Masters, 14, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female, 0, 0, 66, United-States, <=50K
63, Local-gov, 222018, Masters, 14, Married-civ-spouse, Tech-support, Wife, White, Male, 0, 0, 36, ?, >50K
57, Local-gov, 288059, 11th, 7, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Female, 0, 1902, 31, United-States, >50K
73, Private, 290632, Bachelors, 13, Divorced, ?, Husband, White, Female, 0, 0, 32, ?, <=50K
21, ?, 191731, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Female, 2174, 0, 27, United-States, <=50K
45, Self-emp-not-inc, 201984, Bachelors, 13, Divorced, ?, Own-child, White, Female, 2174, 0, 17, United-States, <=50K
54, Local-gov, 127462, Bachelors, 13, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 0, 52, ?, <=50K
29, ?, 32254, HS-grad, 9, Never-married, ?, Wife, Black, Male, 5013, 0, 31, Mexico, <=50K
70, Private, 176958, HS-grad, 9, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female, 2174, 0, 31, United-States, <=50K
33, Local-gov, 278291, HS-grad, 9, Divorced, Craft-repair, Wife, Black, Female, 2174, 0, 33, United-States, <=50K
72, Local-gov, 217837, Bachelors, 13, Married-civ-spouse, Tech-support, Wife, White, Male, 0, 1902, 70, ?, >50K
75, Self-emp-not-inc, 40912, 11th, 7, Never-married, Exec-managerial, Not-in-family, White, Male, 2174, 0, 58, ?, <=50K
63, Self-emp-not-inc, 78757, 11th, 7, Never-married, ?, Husband, White, Female, 0, 1902, 50, United-States, <=50K
40, Local-gov, 130735, Bachelors, 13, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 5013, 0, 7, United-States, >50K
66, Private, 251193, Masters, 14, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 5013, 1902, 25, Mexico, >50K
43, ?, 56842, 11th, 7, Married-civ-spouse, Exec-managerial, Own-child, White, Male, 0, 0, 7, United-States, >50K
23, ?, 144112, Bachelors, 13, Divorced, Craft-repair, Husband, White, Male, 2174, 0, 37, Mexico, >50K
71, ?, 109963, Masters, 14, Married-civ-spouse, Craft-repair, Wife, Black, Female, 2174, 0, 45, United-States, <=50K
53, Private, 108254, Masters, 14, Never-married, Craft-repair, Not-in-family, White, Male, 2174, 1902, 29, United-States, <=50K
47, Private, 30270, HS-grad, 9, Divorced, Tech-support, Wife, Black, Female, 5013, 0, 38, ?, <=50K
46, Private, 246738, HS-grad, 9, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 42, ?, >50K
62, Local-gov, 26702, Bachelors, 13, Married-civ-spouse, ?, Wife, White, Female, 5013, 0, 31, United-States, <=50K
57, Private, 62353, Bachelors, 13, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female, 5013, 0, 31, Mexico, <=50K
53, Self-emp-not-inc, 36644, Masters, 14, Married-civ-spouse, Craft-repair, Wife, White, Male, 5013, 0, 39, ?, <=50K
37, ?, 253838, Bachelors, 13, Never-married, Exec-managerial, Husband, White, Female, 2174, 1902, 57, ?, <=50K
67, Private, 53071, Masters, 14, Married-civ-spouse, Tech-support, Husband, Black, Male, 0, 0, 29, ?, <=50K
18, Private, 218500, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 68, ?, <=50K
62, Local-gov, 90703, Masters, 14, Never-married, ?, Wife, White, Male, 0, 0, 56, ?, >50K
45, Local-gov, 177515, HS-grad, 9, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 5, Mexico, >50K
34, Self-emp-not-inc, 228088, HS-grad, 9, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female, 0, 1902, 64, Mexico, <=50K
74, Self-emp-not-inc, 216329, Masters, 14, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male, 0, 0, 21, ?, <=50K
26, ?, 288814, Masters, 14, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 2174, 0, 47, ?, <=50K
64, ?, 33636, HS-grad, 9, Divorced, Tech-support, Not-in-family, Black, Female, 5013, 0, 59, Mexico, <=50K
23, Self-emp-not-inc, 47794, 11th, 7, Divorced, ?, Husband, White, Male, 2174, 0, 68, Mexico, <=50K
66, Private, 21128, HS-grad, 9, Never-married, Craft-repair, Wife, White, Female, 2174, 0, 17, Mexico, <=50K
76, ?, 259983, Masters, 14, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male, 0, 0, 35, United-States, <=50K
63, Private, 264439, HS-grad, 9, Married-civ-spouse, ?, Own-child, Black, Female, 5013, 0, 19, United-States, <=50K
69, Local-gov, 258632, Masters, 14, Never-married, ?, Wife, Asian-Pac-Islander, Male, 0, 0, 40, Mexico, <=50K
63, Local-gov, 231363, HS-grad, 9, Never-married, Exec-managerial, Wife, White, Male, 0, 0, 62, ?, <=50K
21, Private, 293544, 11th, 7, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 1902, 20, United-States, <=50K
28, Private, 78118, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Male, 2174, 0, 26, ?, <=50K
39, Self-emp-not-inc, 64822, HS-grad, 9, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male, 5013, 0, 48, Mexico, <=50K
53, Private, 236076, HS-grad, 9, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male, 0, 0, 23, United-States, <=50K
31, Private, 97011, Masters, 14, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 68, Mexico, <=50K
38, ?, 259051, HS-grad, 9, Never-married, ?, Husband, White, Female, 2174, 0, 44, Mexico, <=50K
60, ?, 225261, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 32, ?, <=50K
65, Private, 74454, Masters, 14, Divorced, Tech-support, Husband, Asian-Pac-Islander, Female, 0, 1902, 52, United-States, <=50K
58, Private, 36732, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Male, 0, 0, 61, United-States, <=50K
27, ?, 291217, Bachelors, 13, Never-married, ?, Own-child, Black, Female, 2174, 0, 57, Mexico, <=50K
32, ?, 37513, Masters, 14, Married-civ-spouse, Tech-support, Wife, Black, Male, 0, 0, 25, ?, >50K
19, Local-gov, 31385, Masters, 14, Divorced, ?, Husband, Black, Female, 0, 1902, 23, ?, <=50K
75, Private, 29115, Masters, 14, Never-married, ?, Not-in-family, White, Male, 0, 0, 44, Mexico, <=50K
30, Private, 214896, Masters, 14, Married-civ-spouse, Exec-managerial, Own-child, Black, Male, 2174, 0, 16, ?, >50K
30, Private, 160230, 11th, 7, Never-married, ?, Husband, Black, Male, 2174, 0, 16, Mexico, <=50K
44, Private, 233354, 11th, 7, Divorced, ?, Own-child, Asian-Pac-Islander, Female, 0, 0, 62, Mexico, <=50K
35, Local-gov, 24979, Bachelors, 13, Never-married, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 56, United-States, <=50K
51, Local-gov, 79109, 11th, 7, Never-married, ?, Own-child, Asian-Pac-Islander, Female, 0, 0, 70, Mexico, <=50K
43, Private, 103192, HS-grad, 9, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 5013, 0, 28, ?, <=50K
71, Self-emp-not-inc, 258992, Masters, 14, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 5013, 0, 70, ?, <=50K
61, Self-emp-not-inc, 230207, 11th, 7, Never-married, ?, Wife, Asian-Pac-Islander, Female, 5013, 1902, 68, United-States, <=50K
27, Local-gov, 76584, Bachelors, 13, Married-civ-spouse, Craft-repair, Wife, White, Male, 0, 0, 46, United-States, <=50K
75, ?, 67221, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Female, 2174, 1902, 59, Mexico, <=50K
20, Self-emp-not-inc, 155575, Bachelors, 13, Divorced, ?, Husband, White, Male, 0, 0, 38, Mexico, >50K
64, Self-emp-not-inc, 154747, HS-grad, 9, Divorced, Tech-support, Husband, Black, Female, 0, 0, 42, Mexico, <=50K
54, Local-gov, 93298, 11th, 7, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 1902, 53, United-States, <=50K
49, Self-emp-not-inc, 250117, 11th, 7, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male, 0, 0, 66, Mexico, >50K
17, Local-gov, 84560, Masters, 14, Never-married, ?, Own-child, Asian-Pac-Islander, Female, 5013, 0, 67, United-States, <=50K
75, Self-emp-not-inc, 247175, HS-grad, 9, Never-married, ?, Husband, White, Female, 0, 0, 67, ?, <=50K
62, Local-gov, 282710, Masters, 14, Married-civ-spouse, Tech-support, Husband, Black, Female, 0, 0, 51, United-States, <=50K
21, Self-emp-not-inc, 61892, Masters, 14, Married-civ-spouse, Tech-support, Own-child, Black, Male, 0, 0, 13, Mexico, <=50K
35, Private, 258912, Masters, 14, Married-civ-spouse, Tech-support, Wife, Black, Female, 0, 0, 38, United-States, <=50K
69, Self-emp-not-inc, 212700, Bachelors, 13, Divorced, ?, Own-child, Asian-Pac-Islander, Female, 2174, 1902, 21, Mexico, <=50K
48, ?, 200370, 11th, 7, Married-civ-spouse, ?, Own-child, White, Male, 5013, 0, 68, ?, <=50K
61, ?, 297788, Masters, 14, Married-civ-spouse, Craft-repair, Own-child, White, Male, 0, 0, 31, ?, <=50K
23, Private, 25267, Masters, 14, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 0, 63, ?, <=50K
23, Self-emp-not-inc, 113506, HS-grad, 9, Married-civ-spouse, Exec-managerial, Own-child, White, Male, 0, 0, 56, Mexico, <=50K
58, ?, 265959, HS-grad, 9, Never-married, ?, Wife, Black, Female, 5013, 1902, 25, United-States, <=50K
60, Private, 61953, 11th, 7, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female, 5013, 0, 46, United-States, <=50K
35, Self-emp-not-inc, 268559, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 1902, 29, Mexico, <=50K
68, ?, 106715, HS-grad, 9, Divorced, Tech-support, Own-child, Black, Male, 0, 0, 18, ?, <=50K
56, Private, 294460, HS-grad, 9, Never-married, Exec-managerial, Own-child, Black, Male, 2174, 0, 36, Mexico, <=50K
34, Private, 142587, HS-grad, 9, Never-married, Craft-repair, Own-child, Black, Female, 0, 0, 13, United-States, <=50K
36, Self-emp-not-inc, 242125, Bachelors, 13, Divorced, Tech-support, Wife, Black, Female, 2174, 0, 17, United-States, <=50K
52, Self-emp-not-inc, 284907, 11th, 7, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female, 2174, 0, 30, Mexico, <=50K
46, Local-gov, 153369, Masters, 14, Never-married, Exec-managerial, Wife, White, Male, 2174, 0, 41, ?, <=50K
74, Private, 210536, Bachelors, 13, Never-married, ?, Own-child, Asian-Pac-Islander, Male, 0, 0, 49, Mexico, >50K
41, Self-emp-not-inc, 27346, Masters, 14, Divorced, Craft-repair, Not-in-family, White, Male, 0, 1902, 15, Mexico, >50K
43, Private, 200472, 11th, 7, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, 0, 0, 29, United-States, <=50K
44, ?, 65884, HS-grad, 9, Never-married, Craft-repair, Husband, Black, Male, 0, 0, 23, Mexico, >50K
49, Private, 49381, 11th, 7, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female, 0, 0, 47, Mexico, <=50K
44, Private, 209807, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, Black, Male, 2174, 0, 36, United-States, >50K
74, Self-emp-not-inc, 182716, HS-grad, 9, Never-married, ?, Wife, Asian-Pac-Islander, Male, 0, 1902, 28, Mexico, <=50K
26, Private, 264279, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 53, United-States, >50K
47, Self-emp-not-inc, 285386, Bachelors, 13, Never-married, Exec-managerial, Husband, White, Female, 0, 0, 33, Mexico, <=50K
66, ?, 259995, 11th, 7, Never-married, Exec-managerial, Husband, White, Female, 0, 0, 11, Mexico, <=50K
23, Private, 244804, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 22, Mexico, <=50K
35, Local-gov, 282882, 11th, 7, Never-married, Exec-managerial, Wife, Black, Male, 2174, 0, 49, United-States, <=50K
42, Self-emp-not-inc, 143195, Bachelors, 13, Married-civ-spouse, Craft-repair, Wife, Black, Male, 2174, 0, 43, United-States, >50K
75, Private, 74600, Bachelors, 13, Never-married, Craft-repair, Wife, Black, Male, 0, 0, 58, ?, <=50K
54, ?, 177757, Masters, 14, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 0, 69, Mexico, >50K
30, Private, 35034, 11th, 7, Married-civ-spouse, ?, Not-in-family, White, Female, 2174, 0, 28, United-States, <=50K
40, Local-gov, 251866, 11th, 7, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 30, United-States, >50K
24, Private, 126229, Masters, 14, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, 0, 0, 70, ?, <=50K
74, Local-gov, 67759, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Female, 5013, 0, 12, ?, <=50K
45, Local-gov, 195760, Bachelors, 13, Never-married, Exec-managerial, Own-child, Black, Male, 5013, 0, 60, Mexico, <=50K
60, Private, 85010, 11th, 7, Never-married, Tech-support, Wife, Black, Female, 0, 1902, 20, United-States, >50K
74, Local-gov, 31278, Masters, 14, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Male, 5013, 0, 31, ?, >50K
26, Local-gov, 193726, Bachelors, 13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 52, United-States, <=50K
54, Self-emp-not-inc, 140009, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Black, Female, 0, 0, 23, ?, <=50K
41, Self-emp-not-inc, 123218, HS-grad, 9, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Male, 0, 0, 22, Mexico, <=50K
30, Local-gov, 160039, HS-grad, 9, Married-civ-spouse, ?, Husband, Black, Female, 0, 0, 50, ?, <=50K
75, Local-gov, 65944, Masters, 14, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, 0, 0, 21, Mexico, >50K
41, Self-emp-not-inc, 95122, Masters, 14, Divorced, ?, Husband, Asian-Pac-Islander, Male, 5013, 0, 47, United-States, <=50K
32, Self-emp-not-inc, 57354, HS-grad, 9, Divorced, ?, Not-in-family, Black, Female, 0, 0, 33, United-States, <=50K
49, Local-gov, 160079, Masters, 14, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 37, ?, >50K
26, ?, 26327, Bachelors, 13, Married-civ-spouse, Craft-repair, Wife, Black, Female, 0, 0, 30, Mexico, <=50K
27, Private, 292851, Bachelors, 13, Never-married, ?, Husband, Asian-Pac-Islander, Female, 0, 0, 38, ?, <=50K
62, ?, 107680, HS-grad, 9, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 58, Mexico, <=50K
44, Local-gov, 108990, HS-grad, 9, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male, 0, 0, 56, Mexico, <=50K
19, Private, 214412, HS-grad, 9, Never-married, ?, Husband, Asian-Pac-Islander, Female, 2174, 0, 12, United-States, <=50K
41, Self-emp-not-inc, 27259, Masters, 14, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 5013, 0, 51, ?, <=50K
50, Private, 99400, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female, 5013, 0, 57, United-States, <=50K
33, Self-emp-not-inc, 180583, Masters, 14, Divorced, Craft-repair, Own-child, White, Female, 0, 0, 17, United-States, <=50K
25, ?, 78818, 11th, 7, Divorced, ?, Own-child, White, Female, 5013, 1902, 58, Mexico, <=50K
36, Local-gov, 164054, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 5013, 0, 21, Mexico, >50K
42, ?, 64834, HS-grad, 9, Divorced, Craft-repair, Husband, Black, Male, 5013, 0, 40, United-States, >50K
24, Local-gov, 121055, HS-grad, 9, Divorced, Tech-support, Husband, Asian-Pac-Islander, Female, 2174, 1902, 59, Mexico, <=50K
33, Self-emp-not-inc, 197656, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 2174, 0, 64, United-States, <=50K
77, Private, 287551, Bachelors, 13, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male, 0, 0, 44, Mexico, >50K
42, Local-gov, 96018, 11th, 7, Never-married, Tech-support, Not-in-family, White, Female, 0, 1902, 51, Mexico, <=50K
59, Local-gov, 23170, Bachelors, 13, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female, 2174, 0, 11, ?, <=50K
48, Private, 263703, HS-grad, 9, Divorced, Craft-repair, Own-child, Black, Female, 2174, 0, 33, ?, <=50K
72, Local-gov, 246244, HS-grad, 9, Married-civ-spouse, Tech-support, Own-child, Black, Female, 0, 0, 43, United-States, <=50K
46, Local-gov, 203162, Masters, 14, Married-civ-spouse, Craft-repair, Own-child, White, Male, 0, 0, 66, ?, <=50K
29, Self-emp-not-inc, 100549, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 48, United-States, <=50K
55, ?, 217857, Masters, 14, Never-married, Tech-support, Own-child, White, Male, 0, 0, 19, Mexico, <=50K
27, ?, 67589, Masters, 14, Married-civ-spouse, ?, Not-in-family, White, Female, 0, 0, 58, United-States, <=50K
78, Private, 117237, Masters, 14, Never-married, Tech-support, Own-child, White, Male, 0, 1902, 12, ?, >50K
45, Self-emp-not-inc, 107923, Bachelors, 13, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 56, ?, >50K
21, Local-gov, 183176, Masters, 14, Divorced, Tech-support, Husband, White, Female, 5013, 0, 5, United-States, >50K
29, Local-gov, 205633, 11th, 7, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, 5013, 0, 30, Mexico, <=50K
76, Self-emp-not-inc, 165967, 11th, 7, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 5013, 0, 11, Mexico, <=50K
73, Local-gov, 225553, Bachelors, 13, Divorced, ?, Not-in-family, White, Female, 0, 1902, 14, United-States, <=50K
37, Private, 181210, 11th, 7, Never-married, ?, Wife, Black, Male, 0, 0, 30, Mexico, <=50K
31, ?, 249731, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female, 0, 0, 25, United-States, <=50K
39, Self-emp-not-inc, 210520, HS-grad, 9, Never-married, Tech-support, Own-child, White, Male, 5013, 0, 7, Mexico, <=50K
58, Private, 125133, Bachelors, 13, Divorced, Tech-support, Not-in-family, Black, Female, 0, 0, 31, Mexico, <=50K
73, Self-emp-not-inc, 273079, 11th, 7, Married-civ-spouse, Craft-repair, Not-in-family, White, Female, 2174, 1902, 58, United-States, >50K
20, Private, 79247, 11th, 7, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 44, Mexico, >50K
50, Local-gov, 265256, 11th, 7, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male, 5013, 0, 30, Mexico, <=50K
61, Private, 277849, Masters, 14, Married-civ-spouse, ?, Wife, White, Male, 2174, 1902, 52, United-States, <=50K
60, ?, 214830, Masters, 14, Divorced, Craft-repair, Not-in-family, White, Male, 0, 1902, 22, Mexico, >50K
25, Private, 79789, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, Black, Female, 5013, 0, 15, ?, >50K
70, ?, 144725, Masters, 14, Divorced, ?, Husband, White, Male, 2174, 1902, 19, Mexico, <=50K
76, Private, 65888, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Female, 0, 0, 26, Mexico, <=50K
30, ?, 236328, HS-grad, 9, Married-civ-spouse, Craft-repair, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
31, Private, 190572, Masters, 14, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female, 0, 0, 48, ?, <=50K
63, Local-gov, 196329, Masters, 14, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female, 5013, 0, 67, United-States, <=50K
52, Self-emp-not-inc, 279100, Masters, 14, Divorced, ?, Wife, Black, Male, 5013, 1902, 18, Mexico, <=50K
23, Self-emp-not-inc, 275336, HS-grad, 9, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male, 5013, 0, 17, Mexico, >50K
74, ?, 167977, 11th, 7, Divorced, Tech-support, Not-in-family, Black, Male, 5013, 0, 19, United-States, <=50K
72, Self-emp-not-inc, 132127, Masters, 14, Married-civ-spouse, ?, Wife, Black, Male, 2174, 0, 10, ?, >50K
26, Self-emp-not-inc, 199246, Bachelors, 13, Married-civ-spouse, Craft-repair, Wife, White, Male, 2174, 0, 58, United-States, >50K
40, Local-gov, 263161, Bachelors, 13, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 20, United-States, <=50K
66, Self-emp-not-inc, 233930, HS-grad, 9, Divorced, ?, Husband, Black, Female, 0, 0, 34, Mexico, <=50K
24, Private, 248499, HS-grad, 9, Never-married, ?, Wife, Black, Female, 5013, 0, 62, Mexico, <=50K
19, Self-emp-not-inc, 27131, Masters, 14, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Female, 0, 1902, 51, ?, <=50K
25, Self-emp-not-inc, 36894, Bachelors, 13, Never-married, Tech-support, Own-child, White, Male, 5013, 1902, 12, ?, >50K
41, Local-gov, 148622, HS-grad, 9, Divorced, ?, Wife, Asian-Pac-Islander, Male, 2174, 0, 33, ?, >50K
26, Self-emp-not-inc, 58616, 11th, 7, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, Mexico, <=50K
20, Self-emp-not-inc, 248542, HS-grad, 9, Never-married, Tech-support, Own-child, White, Male, 0, 1902, 51, United-States, >50K
71, Local-gov, 38925, Bachelors, 13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 5013, 0, 67, Mexico, <=50K
26, Self-emp-not-inc, 79107, HS-grad, 9, Divorced, ?, Own-child, Black, Male, 2174, 0, 47, ?, <=50K
19, Self-emp-not-inc, 21362, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, Black, Male, 0, 0, 65, ?, <=50K
63, Private, 182221, 11th, 7, Divorced, Tech-support, Not-in-family, Black, Female, 5013, 1902, 23, ?, <=50K
36, Private, 238177, HS-grad, 9, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 68, Mexico, <=50K
35, ?, 169342, 11th, 7, Divorced, ?, Not-in-family, Asian-Pac-Islander, Male, 5013, 0, 57, ?, >50K
20, Private, 53577, 11th, 7, Divorced, ?, Own-child, White, Female, 0, 0, 66, Mexico, <=50K
26, Self-emp-not-inc, 92354, 11th, 7, Never-married, Tech-support, Own-child, White, Female, 5013, 1902, 51, Mexico, <=50K
54, Self-emp-not-inc, 84595, HS-grad, 9, Never-married, Tech-support, Husband, White, Male, 0, 0, 70, Mexico, <=50K
74, Self-emp-not-inc, 260896, Bachelors, 13, Never-married, Tech-support, Husband, White, Male, 5013, 0, 5, ?, >50K
63, ?, 127338, Masters, 14, Married-civ-spouse, Exec-managerial, Own-child, White, Male, 0, 1902, 23, United-States, <=50K
54, ?, 104039, HS-grad, 9, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 5013, 0, 23, Mexico, <=50K
52, Private, 27683, 11th, 7, Never-married, Craft-repair, Own-child, Black, Female, 0, 0, 66, Mexico, >50K
46, Local-gov, 49544, Masters, 14, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 0, 36, Mexico, <=50K
44, Self-emp-not-inc, 57804, HS-grad, 9, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female, 0, 0, 30, ?, <=50K
53, Self-emp-not-inc, 163630, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female, 0, 0, 21, United-States, <=50K
42, Private, 197227, Masters, 14, Divorced, Tech-support, Own-child, White, Male, 0, 0, 29, ?, <=50K
73, ?, 214607, 11th, 7, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male, 0, 1902, 9, ?, <=50K
43, ?, 67831, 11th, 7, Divorced, ?, Own-child, Asian-Pac-Islander, Male, 0, 1902, 8, United-States, >50K
35, Self-emp-not-inc, 116941, 11th, 7, Divorced, ?, Not-in-family, Black, Female, 2174, 0, 19, Mexico, <=50K
28, Self-emp-not-inc, 157795, HS-grad, 9, Divorced, Exec-managerial, Husband, Black, Male, 5013, 1902, 5, Mexico, <=50K
36, Local-gov, 49958, 11th, 7, Divorced, Exec-managerial, Own-child, Black, Female, 0, 0, 34, United-States, <=50K
75, Private, 46977, Bachelors, 13, Divorced, Exec-managerial, Wife, Black, Female, 5013, 0, 48, United-States, >50K
19, Self-emp-not-inc, 95529, 11th, 7, Married-civ-spouse, Tech-support, Not-in-family, White, Female, 0, 0, 12, Mexico, <=50K
20, Local-gov, 111272, Masters, 14, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female, 2174, 0, 70, United-States, <=50K
22, ?, 185944, 11th, 7, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 37, United-States, <=50K
18, Local-gov, 164551, 11th, 7, Never-married, ?, Wife, White, Female, 0, 0, 70, Mexico, <=50K
55, ?, 173713, 11th, 7, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 13, Mexico, <=50K
18, Private, 115615, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female, 0, 1902, 23, United-States, <=50K
75, Local-gov, 24467, HS-grad, 9, Divorced, Tech-support, Not-in-family, Black, Male, 5013, 1902, 56, ?, <=50K
66, Private, 240545, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female, 0, 0, 54, Mexico, <=50K
45, Private, 95255, Bachelors, 13, Never-married, Exec-managerial, Own-child, Black, Male, 2174, 1902, 49, Mexico, >50K
23, Private, 235626, Bachelors, 13, Divorced, Craft-repair, Husband, White, Female, 0, 0, 63, ?, <=50K
47, Private, 167186, Masters, 14, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 0, 24, Mexico, <=50K
